,date,merchant,description,money_out,money_in,account,account_country,spending_category,type,original_currency_amount,currency,conversion_rate,merchant_town,merchant_postcode,merchant_country
373,2022-05-15 00:00:00,Lisa Allegre,,30.0,,bunq,NL,,,,euro,,,,
374,2022-05-16 00:00:00,ING Bank NV Betaalverzoek collecting for ING Betaalverzoek,AECallenbachNL96INGB0748157352 0051100088510802 Lamp ING Betaalverzoek,17.5,,bunq,NL,,,,euro,,,,
375,2022-05-17 00:00:00,DITZO,7585397304 Premie periode 15-05-2022 - 14-06-2022 Ditzo Doorlopende Reisverz.,2.77,,bunq,NL,,,,euro,,,,
376,2022-05-18 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",26.3,,bunq,NL,,,,euro,,,,
377,2022-05-18 00:00:00,CCV*Doner Imperium,"CCV*Doner Imperium AMSTERDAM, NL",6.49,,bunq,NL,,,,euro,,,,
378,2022-05-18 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",27.9,,bunq,NL,,,,euro,,,,
379,2022-05-19 00:00:00,bunq,invoice 8541247,8.99,,bunq,NL,,,,euro,,,,
380,2022-05-19 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",10.17,,bunq,NL,,,,euro,,,,
381,2022-05-20 00:00:00,VanGoghMuseum by Adyen,DJXM5K65BQZ87F32 0030010512280610 GT-4628090,19.0,,bunq,NL,,,,euro,,,,
382,2022-05-20 00:00:00,N. Ncube,,,150.0,bunq,NL,,,,euro,,,,
383,2022-05-20 00:00:00,N. Ncube,,,80.0,bunq,NL,,,,euro,,,,
384,2022-05-21 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",0.99,,bunq,NL,,,,euro,,,,
385,2022-05-21 00:00:00,Haringhandel Nijhuis,"Haringhandel Nijhuis Volendam, NL",2.75,,bunq,NL,,,,euro,,,,
386,2022-05-21 00:00:00,De Haven van Texel,"De Haven van Texel AMSTERDAM, NL",52.25,,bunq,NL,,,,euro,,,,
387,2022-05-21 00:00:00,Cafe Zwart,"Cafe Zwart Amsterdam, NL",62.0,,bunq,NL,,,,euro,,,,
388,2022-05-21 00:00:00,McDonald's Muntplein,"McDonald's Muntplein AMSTERDAM, NL",5.8,,bunq,NL,,,,euro,,,,
389,2022-05-22 00:00:00,Visspeciaalzaak Volend,"Visspeciaalzaak Volend AMSTERDAM, NL",41.5,,bunq,NL,,,,euro,,,,
390,2022-05-22 00:00:00,CCV*SUPERMARKT EL JAWH,"CCV*SUPERMARKT EL JAWH AMSTERDAM, NL",18.4,,bunq,NL,,,,euro,,,,
391,2022-05-22 00:00:00,Lidl 507 Amsterdam,"Lidl 507 Amsterdam AMSTERDAM, NL",17.62,,bunq,NL,,,,euro,,,,
392,2022-05-23 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",8.6,,bunq,NL,,,,euro,,,,
393,2022-05-24 00:00:00,Marqt Bilderdijkstr,"Marqt Bilderdijkstr AMSTERDAM, NL",3.24,,bunq,NL,,,,euro,,,,
394,2022-05-24 00:00:00,ABN AMRO Bank NV,000467542793 0030010556784286 Van Den Berg NL96INGB0008829948,10.0,,bunq,NL,,,,euro,,,,
395,2022-05-24 00:00:00,WP_MeatlessDistrict,"WP_MeatlessDistrict Amsterdam, NL",18.0,,bunq,NL,,,,euro,,,,
396,2022-05-25 00:00:00,PVH EUROPE,Salary May 2022,,3886.6,bunq,NL,,,,euro,,,,
397,2022-05-25 00:00:00,West End Boys BV,"West End Boys BV Amsterdam, NL",31.9,,bunq,NL,,,,euro,,,,
398,2022-05-25 00:00:00,T-MOBILE THUIS B.V.,T-Mobile Thuis NTV56735 Factuur TMT1023607523,35.0,,bunq,NL,,,,euro,,,,
399,2022-05-26 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",7.14,,bunq,NL,,,,euro,,,,
400,2022-05-26 00:00:00,NS GROEP IZ NS REIZIGERS,Factuur: 410006465635,117.54,,bunq,NL,,,,euro,,,,
401,2022-05-26 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",0.59,,bunq,NL,,,,euro,,,,
402,2022-05-27 00:00:00,Trainmore Piet Heinkade,24-05-2022 / 20-06-2022,42.0,,bunq,NL,,,,euro,,,,
403,2022-05-28 00:00:00,iZ *Manic Organic,"iZ *Manic Organic S-GRAVENHAGE, NL",6.5,,bunq,NL,,,,euro,,,,
404,2022-05-28 00:00:00,Bao & Bowl,"Bao & Bowl HELLEVOETSLUI, NL",7.5,,bunq,NL,,,,euro,,,,
405,2022-05-28 00:00:00,SumUp  *Espressofabrie,"SumUp  *Espressofabrie Amsterdam, NL",3.9,,bunq,NL,,,,euro,,,,
406,2022-05-28 00:00:00,CCV*AMSTERDAM CENTRAL,"CCV*AMSTERDAM CENTRAL AMSTERDAM, NL",31.45,,bunq,NL,,,,euro,,,,
407,2022-05-28 00:00:00,AH to Go Asd 5822,"AH to Go Asd 5822 AMSTERDAM, NL",2.15,,bunq,NL,,,,euro,,,,
408,2022-05-28 00:00:00,CCV*O DONNELS,"CCV*O DONNELS AMSTERDAM, NL",7.5,,bunq,NL,,,,euro,,,,
409,2022-05-28 00:00:00,Waterkant,"Waterkant Amsterdam, NL",3.0,,bunq,NL,,,,euro,,,,
410,2022-05-29 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",4.53,,bunq,NL,,,,euro,,,,
411,2022-05-29 00:00:00,Action 1374,"Action 1374 Amsterdam, NL",21.42,,bunq,NL,,,,euro,,,,
412,2022-05-29 00:00:00,Drogisterij IJburg,"Drogisterij IJburg AMSTERDAM, NL",58.53,,bunq,NL,,,,euro,,,,
413,2022-05-29 00:00:00,Vomar IJburg,"Vomar IJburg AMSTERDAM, NL",25.36,,bunq,NL,,,,euro,,,,
414,2022-05-30 00:00:00,Thuisbezorgd.nl via Takeaway.com,ZEYAXV 0030010628351886 bestelling Beykoz Home via,22.7,,bunq,NL,,,,euro,,,,
415,2022-05-30 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",14.9,,bunq,NL,,,,euro,,,,
416,2022-05-31 00:00:00,Peoples Place Manhatta,"Peoples Place Manhatta Amsterdam, NL",8.0,,bunq,NL,,,,euro,,,,
417,2022-05-31 00:00:00,Waternet/Gem. Amsterdam,"Klant: 1020036058, Factuur: 2017713011",14.0,,bunq,NL,,,,euro,,,,
418,2022-05-31 00:00:00,De Bijenkorf,"De Bijenkorf Amsterdam, NL",45.0,,bunq,NL,,,,euro,,,,
419,2022-05-31 00:00:00,TJX NEDERLAND AMSTERDA,"TJX NEDERLAND AMSTERDA AMSTERDAM, NL",67.98,,bunq,NL,,,,euro,,,,
420,2022-06-01 00:00:00,Bolt Technology OÃœ,J9QQZH8PJP2PV832Z18K 0180215217046151 BOLT.EU/C/2206010648,50.0,,bunq,NL,,,,euro,,,,
421,2022-06-01 00:00:00,ZTL*Tigris Taxi,"ZTL*Tigris Taxi ALMERE, NL",45.0,,bunq,NL,,,,euro,,,,
422,2022-06-01 00:00:00,BOLT.EU,TX630485221XT Refund BOLT.EU/C/2206010648,,50.0,bunq,NL,,,,euro,,,,
423,2022-06-01 00:00:00,bunq,Interest payment,,0.16,bunq,NL,,,,euro,,,,
424,2022-06-01 00:00:00,BPD Woningfonds,216104418 / JUNI 2022 EEF KAMERBEEKSTRAAT 206 BPD WONINGFONDS N. Ncube,1207.0,,bunq,NL,,,,euro,,,,
425,2022-06-01 00:00:00,Vattenfall Klantenservice N.V.,"517603771652 Factnr 40052589783 BTW 13,02 Termijn mei 2022 Klantnr 25131236 CRN 3015061646 Eef Kamerbeekstra 206  1095 MP AMST",75.0,,bunq,NL,,,,euro,,,,
426,2022-06-01 00:00:00,N. Ncube,,,24.0,bunq,NL,,,,euro,,,,
427,2022-06-01 00:00:00,N. Ncube,,,81.16,bunq,NL,,,,euro,,,,
428,2022-06-01 00:00:00,N. Ncube,,,10.1,bunq,NL,,,,euro,,,,
429,2022-06-01 00:00:00,N. Ncube,,,1.5,bunq,NL,,,,euro,,,,
430,2022-06-01 00:00:00,AH to Go Asd 5822,"AH to Go Asd 5822 AMSTERDAM, NL",2.5,,bunq,NL,,,,euro,,,,
431,2022-06-02 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",4.24,,bunq,NL,,,,euro,,,,
432,2022-06-02 00:00:00,BUDGET MOBIEL,O227484474/+31610316325 - Onbeperkt 1 jaar (kenmerk: 1200-0000-3125-9548),20.0,,bunq,NL,,,,euro,,,,
433,2022-06-03 00:00:00,Zeedijk,"Zeedijk Amsterdam, NL",50.0,,bunq,NL,,,,euro,,,,
434,2022-06-03 00:00:00,ETOS 7992,"ETOS 7992 AMSTERDAM, NL",23.61,,bunq,NL,,,,euro,,,,
435,2022-06-03 00:00:00,CCV*BEN SIMON BV,"CCV*BEN SIMON BV AMSTERDAM, NL",3.7,,bunq,NL,,,,euro,,,,
436,2022-06-03 00:00:00,CCV*BEN SIMON BV,"CCV*BEN SIMON BV AMSTERDAM, NL",0.9,,bunq,NL,,,,euro,,,,
437,2022-06-03 00:00:00,TJX NEDERLAND AMSTERDA,"TJX NEDERLAND AMSTERDA AMSTERDAM, NL",0.3,,bunq,NL,,,,euro,,,,
438,2022-06-03 00:00:00,Morena aan de Amstel V,"Morena aan de Amstel V Amsterdam, NL",22.0,,bunq,NL,,,,euro,,,,
439,2022-06-03 00:00:00,AH to go Oostt.5822,"AH to go Oostt.5822 AMSTERDAM, NL",3.8,,bunq,NL,,,,euro,,,,
440,2022-06-04 00:00:00,JUMBO Buitenveldert,"JUMBO Buitenveldert AMSTERDAM, NL",2.29,,bunq,NL,,,,euro,,,,
441,2022-06-04 00:00:00,Albert Heijn 5607,"Albert Heijn 5607 AMSTERDAM, NL",4.7,,bunq,NL,,,,euro,,,,
442,2022-06-05 00:00:00,TicketSwap,45WJMCT 0140000073737505 TicketSwap,37.85,,bunq,NL,,,,euro,,,,
443,2022-06-05 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",9.3,,bunq,NL,,,,euro,,,,
444,2022-06-05 00:00:00,ALBERT HEIJN 1493,"ALBERT HEIJN 1493 AMSTERDAM, NL",1.19,,bunq,NL,,,,euro,,,,
445,2022-06-05 00:00:00,Action 1374,"Action 1374 Amsterdam, NL",25.58,,bunq,NL,,,,euro,,,,
446,2022-06-05 00:00:00,Action 1374,"Action 1374 Amsterdam, NL",1.78,,bunq,NL,,,,euro,,,,
447,2022-06-05 00:00:00,Amsterdam Open Air,"Amsterdam Open Air AMSTERDAM, NL",3.5,,bunq,NL,,,,euro,,,,
448,2022-06-05 00:00:00,Amsterdam Open Air,"Amsterdam Open Air AMSTERDAM, NL",7.95,,bunq,NL,,,,euro,,,,
449,2022-06-05 00:00:00,Amsterdam Open Air,"Amsterdam Open Air AMSTERDAM, NL",5.5,,bunq,NL,,,,euro,,,,
450,2022-06-05 00:00:00,Amsterdam Open Air,"Amsterdam Open Air AMSTERDAM, NL",6.25,,bunq,NL,,,,euro,,,,
451,2022-06-06 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",3.88,,bunq,NL,,,,euro,,,,
452,2022-06-06 00:00:00,GREENCHOICE,Uw termijnnota met notanummer GC0087893929 over juni 2022 voor postcode 1095MP,50.0,,bunq,NL,,,,euro,,,,
453,2022-06-07 00:00:00,Peoples Place Manhatta,"Peoples Place Manhatta Amsterdam, NL",2.5,,bunq,NL,,,,euro,,,,
454,2022-06-07 00:00:00,Vomar IJburg,"Vomar IJburg AMSTERDAM, NL",58.7,,bunq,NL,,,,euro,,,,
455,2022-06-09 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",3.29,,bunq,NL,,,,euro,,,,
456,2022-06-10 00:00:00,SEP*Bar bario,"SEP*Bar bario Amsterdam, NL",29.4,,bunq,NL,,,,euro,,,,
457,2022-06-11 00:00:00,TJX NEDERLAND AMSTERDA,"TJX NEDERLAND AMSTERDA AMSTERDAM, NL",8.99,,bunq,NL,,,,euro,,,,
458,2022-06-11 00:00:00,ETOS 7763,"ETOS 7763 AMSTERDAM, NL",7.14,,bunq,NL,,,,euro,,,,
459,2022-06-11 00:00:00,ETOS 7763,"ETOS 7763 AMSTERDAM, NL",0.1,,bunq,NL,,,,euro,,,,
460,2022-06-11 00:00:00,Douglas 24,"Douglas 24 AMSTERDAM, NL",33.94,,bunq,NL,,,,euro,,,,
461,2022-06-11 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",2.99,,bunq,NL,,,,euro,,,,
462,2022-06-12 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",0.6,,bunq,NL,,,,euro,,,,
463,2022-06-12 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",2.05,,bunq,NL,,,,euro,,,,
464,2022-06-13 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",0.25,,bunq,NL,,,,euro,,,,
465,2022-06-13 00:00:00,Amazon EU SARL,4UDZZVE AMAZONRETAIL AmazonRetail,,149.99,bunq,NL,,,,euro,,,,
466,2022-06-14 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",6.0,,bunq,NL,,,,euro,,,,
467,2022-06-14 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",2.4,,bunq,NL,,,,euro,,,,
468,2022-06-14 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",3.98,,bunq,NL,,,,euro,,,,
469,2022-06-15 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",8.28,,bunq,NL,,,,euro,,,,
470,2022-06-15 00:00:00,DITZO,7585397304 Premie periode 15-06-2022 - 14-07-2022 Ditzo Doorlopende Reisverz.,2.77,,bunq,NL,,,,euro,,,,
471,2022-06-15 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",5.04,,bunq,NL,,,,euro,,,,
472,2022-06-16 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",45.9,,bunq,NL,,,,euro,,,,
473,2022-06-16 00:00:00,NOODLEBAR CENTRAAL,"NOODLEBAR CENTRAAL AMSTERDAM, NL",7.5,,bunq,NL,,,,euro,,,,
474,2022-06-17 00:00:00,V.O.F. Zorg en Natuur via Mollie,M13571171MDJ31ZY 1150010815342494 Order 271102 zorgnatuur.nl,107.05,,bunq,NL,,,,euro,,,,
475,2022-06-18 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",10.51,,bunq,NL,,,,euro,,,,
476,2022-06-18 00:00:00,TicketingPayments via PAY.nl,1793105583X96d30 0370578141948090 1 Ticket for Wawa - An Amapian,21.0,,bunq,NL,,,,euro,,,,
477,2022-06-18 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",8.46,,bunq,NL,,,,euro,,,,
478,2022-06-19 00:00:00,bunq,invoice 8828564,8.99,,bunq,NL,,,,euro,,,,
479,2022-06-19 00:00:00,De Sportkantine,"De Sportkantine AMSTERDAM, NL",26.4,,bunq,NL,,,,euro,,,,
480,2022-06-19 00:00:00,074 ALDI,"074 ALDI AMSTERDAM, NL",62.72,,bunq,NL,,,,euro,,,,
481,2022-06-19 00:00:00,nutribullet via PAY.nl,1793877516X9f512 0370668798815982 nutribullet 27655988084930,109.0,,bunq,NL,,,,euro,,,,
482,2022-06-19 00:00:00,Amazon Payments Europe SCA collecting for AMZN MKTP NL,2RQ8QEK 0140000427511355 Amzn Mktp NL AMZN MKTP NL,32.89,,bunq,NL,,,,euro,,,,
483,2022-06-20 00:00:00,AH to Go Asd 5822,"AH to Go Asd 5822 AMSTERDAM, NL",1.3,,bunq,NL,,,,euro,,,,
484,2022-06-20 00:00:00,CCV*STARBUCKS ADAM ZUI,"CCV*STARBUCKS ADAM ZUI AMSTERDAM, NL",5.5,,bunq,NL,,,,euro,,,,
485,2022-06-20 00:00:00,DERMA KLINIEK AMSTERDA,"DERMA KLINIEK AMSTERDA AMSTERDAM, NL",71.5,,bunq,NL,,,,euro,,,,
486,2022-06-20 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",2.15,,bunq,NL,,,,euro,,,,
487,2022-06-21 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",6.0,,bunq,NL,,,,euro,,,,
488,2022-06-21 00:00:00,Peoples Place Manhatta,"Peoples Place Manhatta Amsterdam, NL",1.0,,bunq,NL,,,,euro,,,,
489,2022-06-21 00:00:00,Peoples Place Manhatta,"Peoples Place Manhatta Amsterdam, NL",1.0,,bunq,NL,,,,euro,,,,
490,2022-06-21 00:00:00,AH to Go Asd 5822,"AH to Go Asd 5822 AMSTERDAM, NL",1.3,,bunq,NL,,,,euro,,,,
491,2022-06-22 00:00:00,CCV*TBC SLOTERDIJK BV,"CCV*TBC SLOTERDIJK BV AMSTERDAM, NL",24.0,,bunq,NL,,,,euro,,,,
492,2022-06-22 00:00:00,"Kiosk 8903 2.0, ASD","Kiosk 8903 2.0, ASD AMSTERDAM, NL",1.4,,bunq,NL,,,,euro,,,,
493,2022-06-22 00:00:00,Vending Trainmore PH,"Vending Trainmore PH AMSTERDAM, NL",3.0,,bunq,NL,,,,euro,,,,
494,2022-06-22 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",8.33,,bunq,NL,,,,euro,,,,
495,2022-06-23 00:00:00,Nieuwendammer pharmacy B.V,,148.4,,bunq,NL,,,,euro,,,,
496,2022-06-23 00:00:00,Peoples Place Manhatta,"Peoples Place Manhatta Amsterdam, NL",3.0,,bunq,NL,,,,euro,,,,
497,2022-06-23 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",7.0,,bunq,NL,,,,euro,,,,
498,2022-06-23 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",6.0,,bunq,NL,,,,euro,,,,
499,2022-06-24 00:00:00,PVH EUROPE,Salary June 2022,,3348.65,bunq,NL,,,,euro,,,,
500,2022-06-24 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",8.92,,bunq,NL,,,,euro,,,,
501,2022-06-24 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",2.49,,bunq,NL,,,,euro,,,,
502,2022-06-24 00:00:00,Rest. Feed Amsterdam,"Rest. Feed Amsterdam AMSTERDAM, NL",15.3,,bunq,NL,,,,euro,,,,
503,2022-06-25 00:00:00,SumUp  *TH Service,"SumUp  *TH Service Amsterdam, NL",19.0,,bunq,NL,,,,euro,,,,
504,2022-06-25 00:00:00,T-MOBILE THUIS B.V.,T-Mobile Thuis NTV56735 Factuur TMT1024202831,35.0,,bunq,NL,,,,euro,,,,
505,2022-06-25 00:00:00,Trainmore B.V.,21-06-2022 / 18-07-2022,40.0,,bunq,NL,,,,euro,,,,
506,2022-06-25 00:00:00,NS GROEP IZ NS REIZIGERS,Factuur: 440006533357,41.12,,bunq,NL,,,,euro,,,,
507,2022-06-25 00:00:00,PALLADIUM,"PALLADIUM AMSTERDAM, NL",18.7,,bunq,NL,,,,euro,,,,
508,2022-06-25 00:00:00,SEP*Kopstootbar B.V.,"SEP*Kopstootbar B.V. AMSTERDAM, NL",8.1,,bunq,NL,,,,euro,,,,
509,2022-06-26 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",2.77,,bunq,NL,,,,euro,,,,
510,2022-06-26 00:00:00,Thuisbezorgd.nl via Takeaway.com,FLC5Y7 0030010921206798 bestelling Natraj Indian Resta via,25.08,,bunq,NL,,,,euro,,,,
511,2022-06-26 00:00:00,Nomzamo Ncube,,2000.0,,bunq,NL,,,,euro,,,,
512,2022-06-27 00:00:00,Waternet/Gem. Amsterdam,"Klant: 1020036058, Factuur: 2018111694",15.0,,bunq,NL,,,,euro,,,,
513,2022-06-27 00:00:00,CCV*AMSTERDAM CENTRAL,"CCV*AMSTERDAM CENTRAL AMSTERDAM, NL",25.15,,bunq,NL,,,,euro,,,,
514,2022-06-27 00:00:00,Amsterdam IJ-Hal 4208-,"Amsterdam IJ-Hal 4208- Amsterdam, NL",0.7,,bunq,NL,,,,euro,,,,
515,2022-06-27 00:00:00,Bershka Kalverstraat,"Bershka Kalverstraat AMSTERDAM, NL",101.09,,bunq,NL,,,,euro,,,,
516,2022-06-28 00:00:00,Peoples Place Bryant P,"Peoples Place Bryant P Amterdam, NL",2.4,,bunq,NL,,,,euro,,,,
517,2022-06-28 00:00:00,TJX NEDERLAND AMSTERDA,"TJX NEDERLAND AMSTERDA AMSTERDAM, NL",24.99,,bunq,NL,,,,euro,,,,
518,2022-06-28 00:00:00,Peoples Place Manhatta,"Peoples Place Manhatta Amsterdam, NL",4.0,,bunq,NL,,,,euro,,,,
519,2022-06-30 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",7.57,,bunq,NL,,,,euro,,,,
520,2022-06-30 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",9.0,,bunq,NL,,,,euro,,,,
521,2022-06-30 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",3.0,,bunq,NL,,,,euro,,,,
522,2022-07-01 00:00:00,WILDE GANZEN IKON,Kenmerk INST-02060715 Omschrijving Bedankt voor uw gift aan Wilde Ganzen,7.5,,bunq,NL,,,,euro,,,,
523,2022-07-01 00:00:00,Ticketmaster,Z94BTWL84RDHBFG2 0030010976986084 07881884JB183623274106,119.81,,bunq,NL,,,,euro,,,,
524,2022-07-01 00:00:00,HEMA EV003 R'DAM CTR,"HEMA EV003 R'DAM CTR ROTTERDAM, NL",13.0,,bunq,NL,,,,euro,,,,
525,2022-07-01 00:00:00,ZARA Rotterdam,"ZARA Rotterdam ROTTERDAM, NL",19.99,,bunq,NL,,,,euro,,,,
526,2022-07-01 00:00:00,HILTON ROTTERDAM,"HILTON ROTTERDAM ROTTERDAM, NL",27.5,,bunq,NL,,,,euro,,,,
527,2022-07-01 00:00:00,bunq,Interest payment,,0.17,bunq,NL,,,,euro,,,,
528,2022-07-01 00:00:00,ETOS 7470,"ETOS 7470 ROTTERDAM, NL",14.78,,bunq,NL,,,,euro,,,,
529,2022-07-01 00:00:00,HMSHost Rotterdam Cent,"HMSHost Rotterdam Cent Rotterdam, NL",2.5,,bunq,NL,,,,euro,,,,
530,2022-07-01 00:00:00,KLARNA BANK AB via Mollie,M05891284MDO83RJ 1150010982810278 parfumdreams.nl klarna.com,45.08,,bunq,NL,,,,euro,,,,
531,2022-07-01 00:00:00,ALBERT HEIJN 1315,"ALBERT HEIJN 1315 AMSTERDAM, NL",3.19,,bunq,NL,,,,euro,,,,
532,2022-07-01 00:00:00,iZ *Lots of F B events,"iZ *Lots of F B events AMSTERDAM, NL",6.0,,bunq,NL,,,,euro,,,,
533,2022-07-02 00:00:00,DERMA KLINIEK AMSTERDA,"DERMA KLINIEK AMSTERDA AMSTERDAM, NL",274.5,,bunq,NL,,,,euro,,,,
534,2022-07-02 00:00:00,Bershka Kalverstraat,"Bershka Kalverstraat AMSTERDAM, NL",,61.97,bunq,NL,,,,euro,,,,
535,2022-07-02 00:00:00,Bershka Kalverstraat,"Bershka Kalverstraat AMSTERDAM, NL",9.99,,bunq,NL,,,,euro,,,,
536,2022-07-02 00:00:00,ETOS 7464,"ETOS 7464 AMSTERDAM, NL",21.78,,bunq,NL,,,,euro,,,,
537,2022-07-02 00:00:00,Tilburg 4208-23101,"Tilburg 4208-23101 Tilburg, NL",0.7,,bunq,NL,,,,euro,,,,
538,2022-07-02 00:00:00,CCV*DONER COMPANY,"CCV*DONER COMPANY TILBURG, NL",5.5,,bunq,NL,,,,euro,,,,
539,2022-07-02 00:00:00,AH to go Tilburg 5876,"AH to go Tilburg 5876 TILBURG, NL",7.0,,bunq,NL,,,,euro,,,,
540,2022-07-02 00:00:00,GC * WOO HAH,"GC * WOO HAH HILVARENBEEK, NL",16.0,,bunq,NL,,,,euro,,,,
541,2022-07-03 00:00:00,Kiosk BD 1606,"Kiosk BD 1606 BREDA, NL",2.7,,bunq,NL,,,,euro,,,,
542,2022-07-03 00:00:00,RITUALS COSMETICS NETH,"RITUALS COSMETICS NETH Amsterdam, NL",24.5,,bunq,NL,,,,euro,,,,
543,2022-07-04 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",3.29,,bunq,NL,,,,euro,,,,
544,2022-07-04 00:00:00,BUDGET MOBIEL,O227691903/+31610316325 - Onbeperkt 1 jaar (kenmerk: 1200-0000-3125-9548),20.0,,bunq,NL,,,,euro,,,,
545,2022-07-04 00:00:00,DITZO ZORGVERZEKERING,Kenmerk  0468774564200006 / Omschrijving  Premie juli,142.45,,bunq,NL,,,,euro,,,,
546,2022-07-04 00:00:00,BPD Woningfonds,216105334 / JULI 2022 EEF KAMERBEEKSTRAAT 206 BPD WONINGFONDS N. Ncube,1235.55,,bunq,NL,,,,euro,,,,
547,2022-07-04 00:00:00,Vattenfall Klantenservice N.V.,"519053748309 Factnr 40052886675 BTW 13,02 Termijn jun 2022 Klantnr 25131236 CRN 3015061646 Eef Kamerbeekstra 206  1095 MP AMST",75.0,,bunq,NL,,,,euro,,,,
548,2022-07-04 00:00:00,bunq,invoice 8982968,0.7,,bunq,NL,,,,euro,,,,
549,2022-07-04 00:00:00,N. Ncube,,,24.11,bunq,NL,,,,euro,,,,
550,2022-07-04 00:00:00,Dermatuer by Buckaroo,2022D1000074606 1030000653967032 NL,21.0,,bunq,NL,,,,euro,,,,
551,2022-07-04 00:00:00,TheHutGroup via Adyen,W497GLSRXZL3KH52 0030011017391464 416367187-280651754,26.71,,bunq,NL,,,,euro,,,,
552,2022-07-05 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",8.04,,bunq,NL,,,,euro,,,,
553,2022-07-05 00:00:00,Vomar IJburg,"Vomar IJburg AMSTERDAM, NL",75.61,,bunq,NL,,,,euro,,,,
554,2022-07-06 00:00:00,ALBERT HEIJN 2211,"ALBERT HEIJN 2211 AMSTERDAM, NL",3.78,,bunq,NL,,,,euro,,,,
555,2022-07-06 00:00:00,GREENCHOICE,Uw termijnnota met notanummer GC0088533753 over juli 2022 voor postcode 1095MP,50.0,,bunq,NL,,,,euro,,,,
556,2022-07-07 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",6.0,,bunq,NL,,,,euro,,,,
557,2022-07-07 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",2.0,,bunq,NL,,,,euro,,,,
558,2022-07-07 00:00:00,Peoples Place Hudson,"Peoples Place Hudson Amsterdam, NL",2.9,,bunq,NL,,,,euro,,,,
559,2022-07-07 00:00:00,Cafe Vrijdag,"Cafe Vrijdag Amsterdam, NL",8.5,,bunq,NL,,,,euro,,,,
560,2022-07-08 00:00:00,SEP*BLUEYS Bar,"SEP*BLUEYS Bar Amsterdam, NL",25.3,,bunq,NL,,,,euro,,,,
